name,PLD,desity(g/cm^3),VSA(m^2/cm^3),GSA(m^2/g),Vp(cm^3/g),void_fraction,C/wt%,H/wt%,N/wt%,F/wt%,total degree of unsaturation,metalic percentage,electronegtive-to-total ratio,weighted electronegativity per atom,target
GeFSIX_16_Zn_i,8.41889,0.655066,1947.2,2972.52,0.966376,0.63304,64.73228074,3.343096468,5.806888918,11.81401538,65,1.923076923,0.104166667,2.5071875,81.03520605
GeFSIX_2_Cd,10.97106,0.656757,1868.54,2845.1,1.07158,0.70377,43.71292354,2.445681843,8.496196819,17.28536594,13,4.166666667,0.192307692,2.546923077,86.89952796
GeFSIX_2_Cd_i,3.81453,1.30238,290.127,222.767,0.272877,0.35539,43.71292354,2.445681843,8.496196819,17.28536594,25,4.166666667,0.192307692,2.546923077,23.44396785
GeFSIX_2_Co,10.25298,0.681552,1892.12,2776.19,0.994083,0.67752,47.57059331,2.661513505,9.245987019,18.81080118,13,4.166666667,0.192307692,2.546923077,83.50334602
GeFSIX_2_Cu,10.39444,0.671502,1885.41,2807.75,1.01426,0.68108,47.21119453,2.641405605,9.176133014,18.66868441,13,4.166666667,0.192307692,2.583461538,83.9936599
GeFSIX_2_Fe,10.70672,0.647923,1856.02,2864.57,1.0559,0.68414,47.81425252,2.675145924,9.293345475,18.90715114,13,4.166666667,0.192307692,2.546923077,88.57205739
GeFSIX_2_Fe_i,3.68949,1.2787,154.364,120.719,0.248001,0.31712,47.81425252,2.675145924,9.293345475,18.90715114,25,4.166666667,0.192307692,2.546923077,18.42222089
GeFSIX_2_Ni,10.52245,0.669965,1854.25,2767.68,1.01243,0.67829,47.58944152,2.662568038,9.249650422,18.81825431,13,4.166666667,0.192307692,2.546923077,84.48403367
GeFSIX_2_Zn,10.60645,0.660002,1862.15,2821.43,1.03584,0.68366,47.0698118,2.633495423,9.148653371,18.61277755,13,4.166666667,0.192307692,2.578653846,86.78187349
GeFSIX_3_Cd,3.66439,1.66826,435.592,261.106,0.189665,0.31641,20.92472257,1.756066967,12.20100695,24.82273828,1,12.5,0.357142857,2.644285714,14.39109754
GeFSIX_4_Cd_i,6.82172,1.05552,702.905,665.935,0.448292,0.47318,50.33420639,3.168150864,7.337349398,14.92771084,65,3.125,0.147058824,2.506470588,45.72519727
GeFSIX_4_Co_i,6.36103,1.05312,711.418,675.536,0.412424,0.43433,54.12470797,3.406733763,7.889900764,16.05186707,65,3.125,0.147058824,2.506470588,41.7511492
GeFSIX_4_Cu_i,6.42509,1.04281,716.438,687.024,0.419912,0.43789,53.77538,3.384746256,7.838978308,15.94826621,65,3.125,0.147058824,2.534411765,42.95890745
GeFSIX_4_Fe_i,6.64147,1.0326,680.435,658.954,0.440123,0.45447,54.36109952,3.421612791,7.92436018,16.12197416,65,3.125,0.147058824,2.506470588,44.86009855
GeFSIX_4_Ni_i,6.50338,1.04299,694.209,665.592,0.416455,0.43436,54.14300666,3.407885525,7.892568212,16.05729395,65,3.125,0.147058824,2.506470588,43.21673276
GeFSIX_4_Zn_i,6.56776,1.0357,702.675,678.455,0.437009,0.45261,53.63774649,3.376083286,7.818915109,15.90744798,65,3.125,0.147058824,2.530735294,45.21296038
GeFSIX_5_Cd_i,5.25766,0.90928,1385.87,1524.14,0.5431,0.49383,57.70761174,3.522181796,6.117956401,12.44687682,97,2.272727273,0.113636364,2.484545455,44.75165345
GeFSIX_5_Co_i,4.81924,0.937606,1287.47,1373.15,0.490569,0.45996,61.2863685,3.740611073,6.497363505,13.21877403,97,2.272727273,0.113636364,2.484545455,42.05042299
GeFSIX_5_Cu_i,4.89202,0.931879,1299.17,1394.14,0.496599,0.46277,60.96025986,3.720707045,6.462790623,13.14843609,97,2.272727273,0.113636364,2.506136364,41.87500342
GeFSIX_5_Fe_i,4.81781,0.960611,1240.21,1291.06,0.461258,0.44309,61.50662627,3.754054498,6.520714453,13.26628113,97,2.272727273,0.113636364,2.484545455,41.90962783
GeFSIX_5_Ni_i,4.92509,0.947296,1259.98,1330.08,0.475332,0.45028,61.30343043,3.741652447,6.49917235,13.22245409,97,2.272727273,0.113636364,2.484545455,41.81561095
GeFSIX_5_Zn_i,5.02031,0.926547,1293.17,1395.68,0.499143,0.46248,60.8315703,3.712852483,6.449147411,13.12067922,97,2.272727273,0.113636364,2.503295455,42.13666205
GeFSIX_6_Cd_i,4.62747,1.07981,1018.14,942.888,0.363776,0.39281,55.62450794,3.267725652,6.486824434,13.19733247,89,2.5,0.125,2.4955,30.97837687
GeFSIX_6_Co_i,4.11127,1.13086,717.186,634.197,0.293706,0.33214,59.29579151,3.483399425,6.914962548,14.06837208,89,2.5,0.125,2.4955,29.61946052
GeFSIX_6_Cu_i,4.32075,1.13135,795.298,702.961,0.300136,0.33956,58.96011074,3.463679472,6.875816095,13.9887293,89,2.5,0.125,2.51925,29.4369933
GeFSIX_6_Fe_i,4.37547,1.09178,830.964,761.107,0.31847,0.3477,59.52264435,3.496726155,6.941417695,14.12219462,89,2.5,0.125,2.4955,29.80810363
GeFSIX_6_Ni_i,4.23972,1.13116,766.559,677.676,0.295821,0.33462,59.31336057,3.484431539,6.917011418,14.07254047,89,2.5,0.125,2.4955,29.1776845
GeFSIX_6_Zn_i,4.33729,1.11013,811.331,730.845,0.312189,0.34657,58.82770696,3.45590126,6.860375418,13.95731551,89,2.5,0.125,2.516125,29.53229167
GeFSIX_7_Cd,10.65253,0.671152,1751.15,2609.17,1.03908,0.69738,43.44727799,3.038524145,8.444565021,17.18032194,21,4.166666667,0.178571429,2.522142857,86.56957878
GeFSIX_7_Co,9.77818,0.709153,1769.08,2494.64,0.941433,0.66762,47.25616104,3.304901779,9.184872861,18.68646548,21,4.166666667,0.178571429,2.522142857,82.26213591
GeFSIX_7_Cu,9.91582,0.693581,1768.19,2549.36,0.971883,0.67408,46.90147995,3.280096841,9.115935804,18.54621422,21,4.166666667,0.178571429,2.556071429,83.2452118
GeFSIX_7_Fe,9.92104,0.694305,1756.85,2530.38,0.964821,0.66988,47.49660167,3.321717209,9.231605744,18.78154272,21,4.166666667,0.178571429,2.522142857,84.03689655
GeFSIX_7_Ni,10.06234,0.693813,1747.71,2518.99,0.96552,0.66989,47.27476085,3.306202574,9.188487986,18.69382039,21,4.166666667,0.178571429,2.522142857,83.07151264
GeFSIX_7_Zn,10.17648,0.684691,1755.39,2563.77,0.985277,0.67461,46.76194339,3.270338227,9.088814989,18.49103739,21,4.166666667,0.178571429,2.551607143,84.57832186
InFFIVE_1_Cd,8.10068,0.87646,1716.8,1958.79,0.721687,0.63253,37.85400475,2.541459448,8.828924229,14.96857843,9.5,10,0.191489362,2.516170213,63.43041149
InFFIVE_1_Co,7.12279,0.935175,1633.23,1746.44,0.635742,0.59453,41.33748854,2.775335172,9.64139875,16.3460496,9.5,10,0.191489362,2.516170213,53.51537239
InFFIVE_1_Cu,7.24993,0.915968,1658.11,1810.23,0.657206,0.60198,41.01193037,2.7534777,9.565466801,16.2173144,9.5,10,0.191489362,2.556595745,55.23730548
InFFIVE_1_Fe,7.2183,0.906743,1649.09,1818.69,0.66139,0.59971,41.55832473,2.790161773,9.692905744,16.43337468,9.5,10,0.191489362,2.516170213,55.78823123
InFFIVE_1_Ni,7.3383,0.920669,1633.07,1773.79,0.647855,0.59646,41.35456782,2.776481849,9.645382257,16.35280325,9.5,10,0.191489362,2.516170213,53.23861615
InFFIVE_1_Zn,7.44599,0.905409,1657.71,1830.9,0.665766,0.60279,40.88391772,2.744883128,9.535609617,16.16669446,9.5,10,0.191489362,2.551276596,55.92081789
InFFIVE_13_Cd_i,4.29843,1.26303,626.788,496.256,0.337093,0.42576,36.27349326,2.029455289,21.15072934,11.95299838,22,8.333333333,0.288135593,2.589491525,30.47667642
InFFIVE_13_Co_i,3.89609,1.28497,146.359,113.901,0.301082,0.38688,38.89053033,2.175875146,22.67669879,12.81537575,22,8.333333333,0.288135593,2.589491525,29.32747177
InFFIVE_13_Cu_i,3.89953,1.27314,152.462,119.753,0.309934,0.39459,38.64999088,2.162417274,22.53644252,12.73611215,22,8.333333333,0.288135593,2.621694915,29.5133782
InFFIVE_13_Fe_i,4.02881,1.24785,464.298,372.077,0.316295,0.39469,39.05323039,2.184978005,22.77156765,12.86898938,22,8.333333333,0.288135593,2.589491525,29.73442434
InFFIVE_13_Ni_i,3.89613,1.28978,149.54,115.942,0.297879,0.3842,38.90312681,2.176579903,22.68404368,12.8195266,22,8.333333333,0.288135593,2.589491525,29.38102149
InFFIVE_13_Zn_i,3.98905,1.26771,320.943,253.168,0.310403,0.3935,38.55518373,2.157112935,22.48116137,12.70487089,22,8.333333333,0.288135593,2.617457627,29.55443501
InFFIVE_15_Cd_i,11.21481,0.754237,1771.1,2348.2,0.818284,0.61718,54.41736136,2.740123233,6.346049293,10.75910656,99,5,0.12,2.491466667,68.52983143
InFFIVE_15_Co_i,10.74465,0.761067,1698.55,2231.79,0.788761,0.6003,57.9260022,2.91679678,6.755220321,11.45281606,99,5,0.12,2.491466667,64.54300294
InFFIVE_15_Cu_i,10.81546,0.75898,1702.99,2243.79,0.793117,0.60196,57.60560948,2.900663776,6.717856732,11.38946975,99,5,0.12,2.5168,64.70529669
InFFIVE_15_Fe_i,11.02712,0.754993,1659.38,2197.87,0.789027,0.59571,58.14247593,2.927697065,6.780465077,11.49561608,99,5,0.12,2.491466667,63.74019123
InFFIVE_15_Ni_i,10.87766,0.765578,1670.23,2181.66,0.777661,0.59536,57.94276879,2.917641043,6.75717561,11.45613106,99,5,0.12,2.491466667,63.04694465
InFFIVE_15_Zn_i,10.96319,0.757982,1683.39,2220.89,0.791391,0.59986,57.47921278,2.894299216,6.703116588,11.36447927,99,5,0.12,2.513466667,64.63127009
InFFIVE_18_Cd,3.81901,1.35696,567.18,417.977,0.233359,0.31666,34.18431239,4.016393443,15.94603825,13.51747495,4,10,0.206349206,2.489206349,18.86516356
InFFIVE_2_Cd,11.04514,0.635593,1951.65,3070.6,1.1387,0.72375,42.2278214,2.362592289,8.20754717,13.91509434,13.5,8.333333333,0.176470588,2.518823529,91.14207307
InFFIVE_2_Cd_i,4.03797,1.27778,508.776,398.172,0.307682,0.39315,42.2278214,2.362592289,8.20754717,13.91509434,26,8.333333333,0.176470588,2.518823529,25.80260917
InFFIVE_2_Co,10.2466,0.664298,1962.55,2954.33,1.0629,0.70608,45.81706172,2.563405668,8.90516448,15.09783633,13.5,8.333333333,0.176470588,2.518823529,87.29929835
InFFIVE_2_Co_i,3.82401,1.28521,133.418,103.81,0.2751,0.35356,45.81706172,2.563405668,8.90516448,15.09783633,26,8.333333333,0.176470588,2.518823529,21.71865096
InFFIVE_2_Cu,10.40144,0.651239,1961.48,3011.93,1.09091,0.71044,45.48357779,2.544747671,8.840347378,14.98794527,13.5,8.333333333,0.176470588,2.556078431,88.67469914
InFFIVE_2_Cu_i,3.70872,1.29382,83.6529,64.6558,0.269528,0.34872,45.48357779,2.544747671,8.840347378,14.98794527,26,8.333333333,0.176470588,2.556078431,22.38804473
InFFIVE_2_Fe,10.72359,0.637456,1917.22,3007.61,1.1112,0.70834,46.04304596,2.576049195,8.949087569,15.17230364,13.5,8.333333333,0.176470588,2.518823529,90.22853041
InFFIVE_2_Fe_i,3.86571,1.26703,155.355,122.613,0.282282,0.35766,46.04304596,2.576049195,8.949087569,15.17230364,26,8.333333333,0.176470588,2.518823529,22.70033065
InFFIVE_2_Ni,10.54472,0.659648,1922.28,2914.1,1.06684,0.70374,45.83454572,2.564383875,8.908562733,15.10359774,13.5,8.333333333,0.176470588,2.518823529,86.89046569
InFFIVE_2_Ni_i,3.78489,1.30089,111.773,85.9205,0.266949,0.34727,45.83454572,2.564383875,8.908562733,15.10359774,26,8.333333333,0.176470588,2.518823529,20.16604308
InFFIVE_2_Zn,10.66456,0.650354,1926.04,2961.52,1.08899,0.70823,45.3523387,2.537405013,8.814839288,14.94469879,13.5,8.333333333,0.176470588,2.551176471,88.46696267
InFFIVE_2_Zn_i,3.84384,1.28292,148.496,115.749,0.278833,0.35772,45.3523387,2.537405013,8.814839288,14.94469879,26,8.333333333,0.176470588,2.551176471,22.85112087
InFFIVE_3_Cd,3.92599,1.65238,739.377,447.46,0.23552,0.38917,19.91873964,1.671641791,11.61442786,19.69112769,3,25,0.333333333,2.594814815,20.75655926
InFFIVE_4_Cd_i,6.81332,1.06227,729.907,687.12,0.424317,0.45074,48.85052212,3.07476436,7.121068847,12.07307649,67,6.25,0.134328358,2.484477612,44.31355886
InFFIVE_4_Co_i,6.20869,1.06498,749.552,703.815,0.408729,0.43529,52.41294669,3.298991566,7.640372828,12.95350566,67,6.25,0.134328358,2.484477612,42.97993011
InFFIVE_4_Cu_i,6.27461,1.05605,750.769,710.92,0.415112,0.43838,52.08529829,3.278368621,7.592610661,12.87252957,67,6.25,0.134328358,2.512835821,42.96555083
InFFIVE_4_Fe_i,6.55998,1.02363,726.675,709.901,0.432501,0.44272,52.63459171,3.312942414,7.672682604,13.00828373,67,6.25,0.134328358,2.484477612,43.61740646
InFFIVE_4_Ni_i,6.47586,1.05483,723.229,685.638,0.414362,0.43708,52.43010606,3.300071616,7.642874194,12.95774648,67,6.25,0.134328358,2.484477612,42.4623208
InFFIVE_4_Zn_i,6.46395,1.04732,728.393,695.482,0.419337,0.43918,51.95616969,3.270240969,7.573787245,12.84061631,67,6.25,0.134328358,2.509104478,42.64931919
InFFIVE_5_Cd_i,5.43409,0.889794,1508.31,1695.12,0.58844,0.52359,56.28229541,3.43518767,5.966849417,10.11621022,99,4.545454545,0.103448276,2.467356322,48.5235803
InFFIVE_5_Co_i,4.97085,0.909444,1389.73,1528.11,0.54309,0.49391,59.6812462,3.642642497,6.327194129,10.72713947,99,4.545454545,0.103448276,2.467356322,43.2530727
InFFIVE_5_Cu_i,5.10534,0.916018,1372.56,1498.4,0.532828,0.48808,59.37195267,3.623764779,6.294403926,10.67154689,99,4.545454545,0.103448276,2.489195402,43.08238672
InFFIVE_5_Fe_i,5.1211,0.89315,1398.42,1565.72,0.555091,0.49578,59.89009806,3.655389762,6.349335863,10.76467862,99,4.545454545,0.103448276,2.467356322,44.10584459
InFFIVE_5_Ni_i,5.01881,0.916703,1370.44,1494.97,0.53279,0.48841,59.69742599,3.64363003,6.328909453,10.73004764,99,4.545454545,0.103448276,2.467356322,42.9628777
InFFIVE_5_Zn_i,5.09861,0.903934,1397.14,1545.62,0.548414,0.49573,59.24987499,3.616313773,6.281461683,10.64960458,99,4.545454545,0.103448276,2.486321839,43.61893307
InFFIVE_6_Cd_i,4.64511,1.04348,1059.4,1015.25,0.403475,0.42102,54.16997402,3.182277385,6.317199452,10.71019447,91,5,0.113924051,2.476708861,37.72545004
InFFIVE_6_Co_i,4.11067,1.08555,855.004,787.621,0.347022,0.37671,57.64576722,3.386466851,6.72253985,11.39740952,91,5,0.113924051,2.476708861,32.38821789
InFFIVE_6_Cu_i,4.43891,1.08855,914.332,839.957,0.352277,0.38347,57.32845851,3.367826187,6.685535912,11.33467295,91,5,0.113924051,2.500759494,30.69780845
InFFIVE_6_Fe_i,4.28736,1.07939,889.008,823.619,0.353078,0.38111,57.86014763,3.399060875,6.747540486,11.43979565,91,5,0.113924051,2.476708861,32.06719566
InFFIVE_6_Ni_i,4.32143,1.09368,885.572,809.721,0.346328,0.37877,57.66237195,3.387442315,6.724476263,11.40069251,91,5,0.113924051,2.476708861,30.32426443
InFFIVE_6_Zn_i,4.40032,1.07868,924.571,857.136,0.35933,0.3876,57.20327379,3.360472066,6.670937108,11.30992211,91,5,0.113924051,2.497594937,32.12498056
InFFIVE_7_Cd,10.5557,0.675323,1846.12,2733.68,1.04156,0.70339,41.97986812,2.935899527,8.159354102,13.8333877,22,8.333333333,0.163636364,2.495636364,86.0881715
InFFIVE_7_Co,9.78741,0.705917,1805.55,2557.74,0.963711,0.6803,45.52531211,3.183853315,8.848459006,15.00169774,22,8.333333333,0.163636364,2.495636364,83.19714218
InFFIVE_7_Cu,9.92459,0.686835,1821.8,2652.46,1.00101,0.68753,45.19604646,3.160825828,8.784461782,14.8931967,22,8.333333333,0.163636364,2.530181818,85.47872491
InFFIVE_7_Fe,10.27778,0.672421,1766.93,2627.72,1.02181,0.68709,45.74842051,3.1994566,8.891823135,15.07521738,22,8.333333333,0.163636364,2.495636364,85.15383354
InFFIVE_7_Ni,10.09607,0.697737,1757.99,2519.56,0.975568,0.68069,45.54257412,3.185060549,8.85181411,15.00738599,22,8.333333333,0.163636364,2.495636364,81.88001198
InFFIVE_7_Zn,10.20238,0.685876,1776.75,2590.48,1.00146,0.68688,45.06645905,3.151763017,8.759274719,14.8504945,22,8.333333333,0.163636364,2.525636364,84.169931
NbOFFIVE_1_Cd,7.8685,0.905297,1643.77,1815.73,0.669658,0.60624,38.21015746,2.565370991,8.911991932,15.10941161,9.5,10,0.208333333,2.535416667,54.77956064
NbOFFIVE_1_Co,7.09408,0.963545,1536.28,1594.4,0.577451,0.5564,41.76257467,2.803874799,9.740544224,16.51414107,9.5,10,0.208333333,2.535416667,47.36875226
NbOFFIVE_1_Cu,7.22888,0.940889,1554.45,1652.11,0.607893,0.57196,41.43031336,2.781567288,9.663048859,16.38275525,9.5,10,0.208333333,2.575,47.78328562
NbOFFIVE_1_Fe,7.44269,0.916001,1561.18,1704.35,0.609486,0.55829,41.98798845,2.819008732,9.793118878,16.60327626,9.5,10,0.208333333,2.535416667,49.90059979
NbOFFIVE_1_Ni,7.32671,0.941622,1550.07,1646.17,0.587009,0.55274,41.7800071,2.805045185,9.744610097,16.52103436,9.5,10,0.208333333,2.535416667,47.7283431
NbOFFIVE_1_Zn,7.42876,0.926132,1564.59,1689.38,0.607602,0.56272,41.2996797,2.772796746,9.632580362,16.33109889,9.5,10,0.208333333,2.569791667,49.25102751
NbOFFIVE_13_Cd_i,3.88595,1.28033,617.052,481.948,0.307265,0.3934,36.54550503,2.044673997,21.30933681,12.04263287,22,8.333333333,0.3,2.603666667,29.01436116
NbOFFIVE_13_Fe_i,3.67548,1.27992,134.203,104.852,0.280017,0.3584,39.36871087,2.202628733,22.95552132,12.97294787,22,8.333333333,0.3,2.603666667,26.8872933
NbOFFIVE_13_Zn_i,3.67194,1.30215,127.015,97.5425,0.274623,0.3576,38.86263719,2.174314561,22.66043457,12.80618429,22,8.333333333,0.3,2.631166667,26.3274637
NbOFFIVE_15_Cd_i,11.19078,0.77295,1641.89,2124.19,0.766686,0.59261,54.78439847,2.758604961,6.388852463,10.83167515,99,5,0.131578947,2.503947368,63.19599042
NbOFFIVE_15_Co_i,10.9101,0.780148,1574.43,2018.12,0.729541,0.56915,58.34207663,2.937747727,6.803742131,11.53508005,99,5,0.131578947,2.503947368,60.25401451
NbOFFIVE_15_Cu_i,10.97613,0.790742,1571.17,1986.95,0.717845,0.56763,58.01707763,2.921382778,6.765841365,11.470823,99,5,0.131578947,2.528947368,59.37276857
NbOFFIVE_15_Fe_i,10.75956,0.771255,1600.31,2074.94,0.74205,0.57231,58.56167723,2.948805461,6.829351536,11.57849829,99,5,0.131578947,2.503947368,60.84705176
NbOFFIVE_15_Ni_i,10.83516,0.786055,1564.21,1989.95,0.721807,0.56738,58.35908499,2.938604163,6.805725614,11.53844285,99,5,0.131578947,2.503947368,59.20318443
NbOFFIVE_15_Zn_i,10.92521,0.776173,1576.44,2031.04,0.737928,0.57276,57.88887082,2.914927073,6.75089013,11.44547465,99,5,0.131578947,2.525657895,60.76880993
NbOFFIVE_16_Cu_i,8.46914,0.663645,1938.25,2920.61,0.950961,0.6311,63.71252794,3.290431369,5.715410738,9.689920504,66,3.846153846,0.104166667,2.504166667,78.68579836
NbOFFIVE_18_Cd,3.64311,1.3325,405.38,304.226,0.226124,0.30131,34.4744943,4.050487583,16.0814001,13.63222135,4,10,0.21875,2.5040625,19.16340821
NbOFFIVE_2_Cd,11.0182,0.656397,1866.1,2842.94,1.07875,0.70809,42.59691898,2.383242824,8.279286268,14.03672097,13.5,8.333333333,0.192307692,2.536538462,83.68331571
NbOFFIVE_2_Cd_i,3.71706,1.30531,227.7,174.442,0.272051,0.35511,42.59691898,2.383242824,8.279286268,14.03672097,26,8.333333333,0.192307692,2.536538462,21.72434613
NbOFFIVE_2_Co,10.39571,0.678673,1867.98,2752.4,1.00078,0.6792,46.25189331,2.587733936,8.989679871,15.24112392,13.5,8.333333333,0.192307692,2.536538462,80.83775967
NbOFFIVE_2_Cu,10.41813,0.671359,1865.69,2778.98,1.02039,0.68505,45.9120729,2.568721421,8.923631186,15.12914483,13.5,8.333333333,0.192307692,2.573076923,81.04056067
NbOFFIVE_2_Fe,10.72995,0.652997,1845.46,2826.14,1.04708,0.68374,46.48219814,2.600619195,9.034442724,15.31701496,13.5,8.333333333,0.192307692,2.536538462,84.95039354
NbOFFIVE_2_Ni,10.53288,0.677199,1838.53,2714.9,1.00207,0.6786,46.26971082,2.588730803,8.993142945,15.24699522,13.5,8.333333333,0.192307692,2.536538462,80.79226412
NbOFFIVE_2_Zn,10.66158,0.665162,1845.29,2774.2,1.02813,0.68387,45.77835301,2.561239965,8.897640921,15.08508087,13.5,8.333333333,0.192307692,2.568269231,83.61563724
NbOFFIVE_3_Cd,3.69884,1.68358,397.69,236.217,0.183627,0.30915,20.16600732,1.692393255,11.7586073,19.93556985,3,25,0.357142857,2.625,13.76749044
NbOFFIVE_4_Cd_i,6.84041,1.07075,705.747,659.111,0.441025,0.47223,49.22055586,3.098055135,7.175009637,12.16452783,67,6.25,0.147058824,2.498529412,42.91078152
NbOFFIVE_4_Co_i,6.39986,1.06718,720.056,674.729,0.408245,0.43567,52.83915315,3.325817982,7.702502062,13.0588397,67,6.25,0.147058824,2.498529412,39.23688914
NbOFFIVE_4_Cu_i,6.45182,1.05996,715.282,674.822,0.412658,0.4374,52.50617134,3.30485934,7.65396243,12.9765455,67,6.25,0.147058824,2.526470588,40.65077112
NbOFFIVE_4_Fe_i,6.9281,0.891821,1265.37,1418.86,0.547296,0.48809,53.06442528,3.339997128,7.735340571,13.11451419,67,6.25,0.147058824,2.498529412,52.89446721
NbOFFIVE_4_Ni_i,6.31608,1.06974,729.512,681.953,0.405463,0.43374,52.85659277,3.326915672,7.705044282,13.06314979,67,6.25,0.147058824,2.498529412,39.39141442
NbOFFIVE_4_Zn_i,5.47885,1.21879,486.857,399.459,0.237038,0.2889,52.37495009,3.296599972,7.634833964,12.94411505,67,6.25,0.147058824,2.522794118,19.15293698
NbOFFIVE_5_Cd_i,5.31599,0.908157,1416.85,1560.14,0.550081,0.49956,56.63908397,3.456964246,6.004674875,10.18033959,99,4.545454545,0.113636364,2.478409091,43.92921489
NbOFFIVE_5_Co_i,4.85623,0.935161,1304.37,1394.81,0.499176,0.46681,60.08258337,3.667138095,6.369742473,10.79927603,99,4.545454545,0.113636364,2.478409091,41.15264609
NbOFFIVE_5_Cu_i,4.93061,0.92412,1339.85,1449.87,0.515886,0.47674,59.76912698,3.648006297,6.336510938,10.74293521,99,4.545454545,0.113636364,2.5,41.05106476
NbOFFIVE_5_Fe_i,5.08623,0.916505,1311.7,1431.2,0.509697,0.46714,60.29425858,3.680057683,6.392183528,10.83732265,99,4.545454545,0.113636364,2.478409091,41.48203814
NbOFFIVE_5_Ni_i,4.9783,0.944974,1277.47,1351.86,0.481526,0.45503,60.09898153,3.668138956,6.371480947,10.80222345,99,4.545454545,0.113636364,2.478409091,40.75695886
NbOFFIVE_5_Zn_i,5.05871,0.929434,1313.81,1413.55,0.502456,0.467,59.64541224,3.640455373,6.32339514,10.72069866,99,4.545454545,0.113636364,2.497159091,41.00307369
NbOFFIVE_6_Cd_i,4.64585,1.07249,1016.75,948.034,0.369347,0.39612,54.53367038,3.203643145,6.359613029,10.78210255,91,5,0.125,2.48875,31.48761285
NbOFFIVE_6_Co_i,4.19408,1.13985,732.923,643.001,0.290469,0.33109,58.05781129,3.410672854,6.770591647,11.47887664,91,5,0.125,2.48875,28.45517245
NbOFFIVE_6_Cu_i,4.16839,1.10858,763.807,688.997,0.309432,0.34303,57.73596288,3.391765499,6.733058297,11.41524252,91,5,0.125,2.5125,28.93151871
NbOFFIVE_6_Fe_i,4.13103,1.15127,694.21,602.998,0.282611,0.32536,58.27527316,3.423447901,6.795951637,11.52187203,91,5,0.125,2.48875,28.34288483
NbOFFIVE_6_Ni_i,4.27229,1.12819,761.555,675.022,0.299709,0.33813,58.07465429,3.411662315,6.772555846,11.48220675,91,5,0.125,2.48875,28.70250147
NbOFFIVE_6_Zn_i,4.35941,1.10761,811.223,732.407,0.318108,0.35234,57.60899412,3.384306573,6.718251442,11.39013894,91,5,0.125,2.509375,28.83873701
NbOFFIVE_7_Cd,10.56212,0.685368,1810.85,2642.16,1.00887,0.69145,42.34462517,2.961409137,8.23024956,13.95358402,22,8.333333333,0.178571429,2.5125,82.18771858
NbOFFIVE_7_Co,9.79223,0.714817,1782.08,2493.06,0.936253,0.66925,45.95459763,3.213875781,8.931896442,15.14315776,22,8.333333333,0.178571429,2.5125,79.17294376
NbOFFIVE_7_Cu,9.94546,0.698333,1794.1,2569.12,0.967304,0.6755,45.61911589,3.190413567,8.866691038,15.03260837,22,8.333333333,0.178571429,2.546428571,80.42600861
NbOFFIVE_7_Fe,10.14899,0.699467,1740.95,2488.96,0.957172,0.66951,46.18194402,3.229775454,8.976084282,15.21807393,22,8.333333333,0.178571429,2.5125,80.4678091
NbOFFIVE_7_Ni,10.08316,0.704282,1750.95,2486.15,0.950841,0.66966,45.97218678,3.215105894,8.935315131,15.14895381,22,8.333333333,0.178571429,2.5125,79.35999643
NbOFFIVE_7_Zn,10.19403,0.693643,1764.96,2544.48,0.972734,0.67473,45.4870946,3.18118054,8.841030917,14.98910414,22,8.333333333,0.178571429,2.541964286,81.37276122
SIFSIX_1_Cd,7.72054,0.862835,1643.7,1905,0.684777,0.59085,42.37738132,2.845151969,9.883939392,20.10870428,9,5,0.208333333,2.546666667,57.98014941
SIFSIX_1_Co,7.05787,0.89982,1548.7,1721.12,0.604999,0.54439,46.7916678,3.141520349,10.9135108,22.20334955,9,5,0.208333333,2.546666667,53.46520694
SIFSIX_1_Cu,7.19127,0.885009,1570.6,1774.67,0.622389,0.55082,46.37496501,3.113543567,10.81632062,22.00561781,9,5,0.208333333,2.58625,53.42682362
SIFSIX_1_Fe,7.15741,0.872797,1564.13,1792.09,0.633607,0.55301,47.07482353,3.160530988,10.97955296,22.3377112,9,5,0.208333333,2.546666667,54.95826739
SIFSIX_1_Ni,7.26289,0.884396,1544.38,1746.26,0.614035,0.54305,46.81355258,3.14298966,10.91861512,22.21373421,9,5,0.208333333,2.546666667,53.43939873
SIFSIX_1_Zn,7.37673,0.873834,1558.96,1784.05,0.628094,0.54885,46.21135027,3.102558726,10.77815974,21.92798016,9,5,0.208333333,2.581041667,54.44472067
SIFSIX_13_Cd_i,4.28288,1.27803,299.639,234.454,0.293171,0.37468,39.65340549,2.21855703,23.12152405,15.68011401,21,4.166666667,0.3,2.612666667,29.00047238
SIFSIX_13_Co_i,3.64888,1.27969,106.962,83.5845,0.258071,0.33025,42.8020348,2.39471879,24.95745989,16.92517395,21,4.166666667,0.3,2.612666667,23.73095386
SIFSIX_13_Cu_i,3.68325,1.25678,116.311,92.5464,0.27416,0.34456,42.51085762,2.378427801,24.78767724,16.81003399,21,4.166666667,0.3,2.644333333,24.20062644
SIFSIX_13_Fe_i,3.77929,1.23821,129.267,104.398,0.280348,0.34713,42.99919152,2.405749455,25.0724201,17.00313547,21,4.166666667,0.3,2.612666667,24.83319772
SIFSIX_13_Ni_i,3.6812,1.26375,114.426,90.5447,0.264927,0.3348,42.81729304,2.395572469,24.96635682,16.9312075,21,4.166666667,0.3,2.612666667,23.96797309
