name,PLD,desity(g/cm^3),VSA(m^2/cm^3),GSA(m^2/g),Vp(cm^3/g),void_fraction,C/wt%,H/wt%,N/wt%,F/wt%,total degree of unsaturation,metalic percentage,electronegtive-to-total ratio,weighted electronegativity per atom,target
SIFSIX_13_Zn_i,3.82672,1.23819,138.799,112.099,0.284827,0.35267,42.39619137,2.372012372,24.72081644,16.76469161,21,4.166666667,0.3,2.640166667,26.501084
SIFSIX_15_Cd_i,11.10392,0.756092,1630.8,2156.88,0.774032,0.58524,58.93935175,2.967822824,6.87339522,13.98380407,97,2.5,0.131578947,2.511052632,63.98951952
SIFSIX_15_Co_i,10.63401,0.754132,1580.86,2096.26,0.753051,0.5679,63.07751692,3.17619534,7.35598018,14.96561485,97,2.5,0.131578947,2.511052632,62.36635677
SIFSIX_15_Cu_i,10.69558,0.750716,1593.44,2122.56,0.759408,0.5701,62.69779023,3.157074643,7.311697176,14.87552184,97,2.5,0.131578947,2.536052632,63.50215061
SIFSIX_15_Fe_i,10.90173,0.745316,1585.95,2127.89,0.763475,0.56903,63.33429127,3.189124915,7.385924717,15.02653649,97,2.5,0.131578947,2.511052632,63.52589664
SIFSIX_15_Ni_i,10.76977,0.759982,1577.05,2075.11,0.74311,0.56475,63.09739883,3.177196471,7.358298771,14.97033198,97,2.5,0.131578947,2.511052632,62.27257966
SIFSIX_15_Zn_i,10.84763,0.752029,1591.98,2116.91,0.757989,0.57003,62.54808863,3.149536592,7.294239259,14.84000401,97,2.5,0.131578947,2.532763158,62.86578849
SIFSIX_16_Cd_i,8.63586,0.630336,1979.97,3141.14,1.02472,0.64592,64.56598979,3.334508378,5.791971584,11.78366633,65,1.923076923,0.104166667,2.49,85.01099483
SIFSIX_16_Co_i,8.16416,0.642256,1949.28,3035.05,0.97757,0.62785,68.34423578,3.529635766,6.130903791,12.47321806,65,1.923076923,0.104166667,2.49,83.33977066
SIFSIX_16_Cu_i,8.2484,0.640351,1947.19,3040.81,0.983023,0.62948,68.00097989,3.511908326,6.100111598,12.41057187,65,1.923076923,0.104166667,2.509791667,83.7366137
SIFSIX_16_Fe_i,8.426,0.633579,1923.77,3036.35,0.992015,0.62852,68.57595847,3.541603076,6.15169076,12.51550879,65,1.923076923,0.104166667,2.49,84.06313727
SIFSIX_16_Ni_i,8.32218,0.648868,1908.29,2940.96,0.961629,0.62397,68.36218918,3.530562968,6.132514322,12.47649466,65,1.923076923,0.104166667,2.49,82.52258504
SIFSIX_16_Zn_i,8.37944,0.642458,1925.98,2997.84,0.976391,0.62729,67.86546692,3.504909764,6.087955241,12.38583997,65,1.923076923,0.104166667,2.5071875,82.61451513
SIFSIX_18_Cd,3.91777,1.25978,593.974,471.491,0.247567,0.31188,37.83093406,4.444843405,17.64708661,17.95134673,3,5,0.21875,2.5125,22.40212383
SIFSIX_2_Cd,10.96712,0.628279,1860.3,2960.94,1.10955,0.69711,46.87958914,2.62285271,9.111681029,18.53755796,13,4.166666667,0.192307692,2.546923077,91.12073769
SIFSIX_2_Cd_i,3.90971,1.24133,335.762,270.486,0.286306,0.3554,46.87958914,2.62285271,9.111681029,18.53755796,25,4.166666667,0.192307692,2.546923077,24.07282883
SIFSIX_2_Co,10.23639,0.643603,1881.88,2923.97,1.05035,0.67601,51.34496799,2.872684913,9.979587693,20.3032991,13,4.166666667,0.192307692,2.546923077,89.42396451
SIFSIX_2_Cu,10.36801,0.631965,1886.37,2984.93,1.07963,0.68229,50.92652626,2.849273637,9.898257894,20.13783503,13,4.166666667,0.192307692,2.583461538,89.87055583
SIFSIX_2_Fe,10.7097,0.619094,1792.38,2895.16,1.09384,0.67719,51.62894161,2.888572872,10.0347818,20.41559056,13,4.166666667,0.192307692,2.546923077,92.72535136
SIFSIX_2_Fe_i,3.78347,1.214,214.729,176.877,0.266919,0.32404,51.62894161,2.888572872,10.0347818,20.41559056,25,4.166666667,0.192307692,2.546923077,19.53297843
SIFSIX_2_Ni,10.51371,0.641207,1795.13,2799.61,1.04827,0.67216,51.36692647,2.873913462,9.98385562,20.31198212,13,4.166666667,0.192307692,2.546923077,88.68372882
SIFSIX_2_Ni_i,3.6885,1.25179,120.464,96.2334,0.247566,0.3099,51.36692647,2.873913462,9.98385562,20.31198212,25,4.166666667,0.192307692,2.546923077,18.58756103
SIFSIX_2_Zn,10.62198,0.631248,1829.18,2897.72,1.07373,0.67779,50.76205419,2.840071636,9.866290526,20.07279797,13,4.166666667,0.192307692,2.578653846,91.21477174
SIFSIX_2_Zn_i,3.73539,1.2351,174.593,141.36,0.259307,0.32027,50.76205419,2.840071636,9.866290526,20.07279797,25,4.166666667,0.192307692,2.578653846,19.19961528
SIFSIX_4_Cd_i,6.82014,1.0058,698.418,694.388,0.4704,0.47313,53.45237847,3.364415796,7.791893527,15.85247304,65,3.125,0.147058824,2.506470588,47.09706146
SIFSIX_4_Co_i,6.35074,0.998361,705.367,706.526,0.433561,0.43285,57.74710102,3.634735523,8.417946507,17.12616703,65,3.125,0.147058824,2.506470588,44.52315289
SIFSIX_4_Cu_i,6.41779,0.989234,712.901,720.66,0.440968,0.43622,57.34962123,3.60971723,8.360004834,17.0082857,65,3.125,0.147058824,2.534411765,45.09398426
SIFSIX_4_Fe_i,6.62839,0.978665,677.961,692.741,0.46357,0.45368,58.01627194,3.651677761,8.457184259,17.20599556,65,3.125,0.147058824,2.506470588,46.92149146
SIFSIX_4_Ni_i,6.32467,0.963833,1022.94,1061.32,0.462756,0.44602,57.76793149,3.636046641,8.420983019,17.13234476,65,3.125,0.147058824,2.506470588,47.54517663
SIFSIX_4_Zn_i,6.55825,0.984071,694.811,706.058,0.460211,0.45288,57.19311038,3.599866076,8.337189837,16.96186898,65,3.125,0.147058824,2.530735294,47.74901337
SIFSIX_5_Cd_i,5.22502,0.890932,1352.56,1518.14,0.540019,0.48112,60.65806524,3.702262609,6.430753021,13.08325615,97,2.272727273,0.113636364,2.484545455,44.99159722
SIFSIX_5_Co_i,4.78619,0.917145,1251.46,1364.52,0.486357,0.44606,64.62470071,3.944366047,6.85128165,13.93881439,97,2.272727273,0.113636364,2.484545455,44.09112595
SIFSIX_5_Cu_i,4.84003,0.915206,1252.92,1369,0.489912,0.44837,64.26220259,3.922240989,6.812850884,13.86062766,97,2.272727273,0.113636364,2.506136364,43.90070794
SIFSIX_5_Fe_i,4.91927,0.902415,1253.17,1388.68,0.497155,0.44864,64.8696553,3.959316841,6.877250867,13.99164832,97,2.272727273,0.113636364,2.484545455,44.11601193
SIFSIX_5_Ni_i,4.89275,0.920099,1236.99,1344.4,0.480709,0.4423,64.64367231,3.945523978,6.853292952,13.94290635,97,2.272727273,0.113636364,2.484545455,43.89590203
SIFSIX_5_Zn_i,4.97161,0.9025,1269.17,1406.28,0.501928,0.45299,64.11921075,3.913513487,6.797691396,13.82978594,97,2.272727273,0.113636364,2.503295455,43.80278112
SIFSIX_6_Cd_i,4.61677,1.05646,992.193,939.164,0.367187,0.38792,58.64925077,3.445417646,6.839564196,13.91497543,89,2.5,0.125,2.4955,30.74242939
SIFSIX_6_Co_i,4.12617,1.08563,739.213,680.908,0.307453,0.33378,62.74536436,3.686048547,7.31724518,14.88680916,89,2.5,0.125,2.4955,30.5773924
SIFSIX_6_Cu_i,4.16479,1.09363,754.821,690.2,0.304738,0.33327,62.36961435,3.66397468,7.273425928,14.79765965,89,2.5,0.125,2.51925,30.38374203
SIFSIX_6_Fe_i,4.22073,1.05908,819.903,774.167,0.324282,0.34344,62.99943615,3.700974286,7.346874549,14.9470896,89,2.5,0.125,2.4955,31.28500112
SIFSIX_6_Ni_i,4.20645,1.10215,764.328,693.489,0.301384,0.33217,62.7650374,3.687204262,7.319539413,14.89147674,89,2.5,0.125,2.4955,29.03285169
SIFSIX_6_Zn_i,4.30302,1.07707,811.801,753.715,0.318077,0.34259,62.22147395,3.655272002,7.256150075,14.76251222,89,2.5,0.125,2.516125,29.91580055
SIFSIX_7_Cd,10.65526,0.642725,1758.37,2735.8,1.07749,0.69253,46.574196,3.257207946,9.05232375,18.41679659,21,4.166666667,0.178571429,2.522142857,89.02503043
SIFSIX_7_Co,9.78181,0.671087,1756.76,2617.78,0.990706,0.66485,50.97885254,3.565251531,9.908428212,20.15852636,21,4.166666667,0.178571429,2.522142857,86.54331912
SIFSIX_7_Cu,9.87617,0.666447,1758.83,2639.11,1.00131,0.66732,50.56633297,3.536401606,9.828249464,19.99540408,21,4.166666667,0.178571429,2.556071429,86.55846323
SIFSIX_7_Fe,10.28779,0.639984,1737.73,2715.28,1.04351,0.66783,51.25877981,3.584828494,9.962835855,20.26921777,21,4.166666667,0.178571429,2.522142857,90.1868781
SIFSIX_7_Ni,10.06887,0.663033,1728.33,2606.7,0.999498,0.6627,51.00049892,3.56676539,9.912635479,20.16708597,21,4.166666667,0.178571429,2.522142857,86.38721888
SIFSIX_7_Zn,10.1612,0.65437,1742.41,2662.73,1.0222,0.6689,50.40417552,3.52506098,9.796731975,19.93128229,21,4.166666667,0.178571429,2.551607143,88.12087553
SnFSIX_1_Cd,7.7832,0.93329,1663.2,1782.08,0.650345,0.60696,36.53625031,2.452987449,8.52157619,17.33699984,9,10,0.208333333,2.546666667,56.19393398
SnFSIX_1_Co,7.10807,0.993868,1547.05,1556.6,0.570609,0.56711,39.77106226,2.67016773,9.276051436,18.87196672,9,10,0.208333333,2.546666667,46.73954487
SnFSIX_1_Cu,7.24161,0.975718,1562.44,1601.32,0.590888,0.57654,39.4696198,2.649929348,9.205744142,18.72892774,9,10,0.208333333,2.58625,47.06513176
SnFSIX_1_Fe,7.51566,0.926556,1583.69,1709.22,0.631651,0.58526,39.97543762,2.683889176,9.32371917,18.9689459,9,10,0.208333333,2.546666667,51.77187059
SnFSIX_1_Ni,7.31583,0.972496,1552.17,1596.06,0.584804,0.56872,39.78687143,2.671229133,9.279738707,18.8794684,9,10,0.208333333,2.546666667,46.96140707
SnFSIX_1_Zn,7.43029,0.9532,1578.19,1655.67,0.610344,0.58178,39.35104037,2.641968109,9.178087129,18.67266002,9,10,0.208333333,2.581041667,50.21059047
SnFSIX_13_Cd_i,3.86714,1.34795,167.479,124.247,0.289745,0.39056,35.25802853,1.972641343,20.5586215,13.94205366,21,8.333333333,0.3,2.612666667,28.0562803
SnFSIX_13_Fe_i,3.67411,1.30845,235.218,179.769,0.277366,0.36292,37.87868634,2.119263777,22.08670217,14.97833825,21,8.333333333,0.3,2.612666667,26.70018796
SnFSIX_13_Zn_i,3.65959,1.32744,218.884,164.892,0.27187,0.36089,37.40996737,2.093039553,21.8133966,14.79299309,21,8.333333333,0.3,2.640166667,26.42331268
SnFSIX_15_Cd_i,11.205,0.786456,1655.62,2105.16,0.757042,0.59538,53.04228014,2.67088261,6.185689934,12.58467952,97,5,0.131578947,2.511052632,65.66039397
SnFSIX_15_Co_i,10.80066,0.817129,1565.06,1915.32,0.691947,0.56541,56.37041808,2.838467143,6.573811057,13.37430525,97,5,0.131578947,2.511052632,58.26442865
SnFSIX_15_Cu_i,10.80612,0.789997,1613.95,2042.98,0.729054,0.57595,56.06695733,2.823186728,6.53842204,13.30230691,97,5,0.131578947,2.536052632,61.35697653
SnFSIX_15_Fe_i,10.98642,0.787751,1587.82,2015.63,0.728111,0.57357,56.5754007,2.848788806,6.597715741,13.42293892,97,5,0.131578947,2.511052632,61.51702813
SnFSIX_15_Ni_i,10.84632,0.786675,1603.2,2037.94,0.731611,0.57554,56.38629613,2.839266664,6.575662724,13.37807244,97,5,0.131578947,2.511052632,61.50782854
SnFSIX_15_Zn_i,10.93486,0.791798,1592.85,2011.69,0.726346,0.57512,55.94721557,2.81715727,6.524457984,13.27389728,97,5,0.131578947,2.532763158,61.50291275
SnFSIX_16_Cu_i,8.3242,0.657924,1999.47,3039.06,0.980356,0.645,61.89396492,3.196511743,5.552274304,11.29600634,65,3.846153846,0.104166667,2.509791667,83.28282292
SnFSIX_16_Fe_i,8.51206,0.654673,1975.98,3018.27,0.979085,0.64098,62.36994445,3.22109369,5.594972633,11.38287536,65,3.846153846,0.104166667,2.49,81.84433956
SnFSIX_16_Ni_i,8.3713,0.668837,1973.98,2951.37,0.951922,0.63668,62.19306605,3.211958811,5.579105539,11.35059403,65,3.846153846,0.104166667,2.49,80.58865447
SnFSIX_16_Zn_i,8.47696,0.659021,1983,3009.01,0.974931,0.6425,61.78167912,3.190712747,5.542201568,11.27551354,65,3.846153846,0.104166667,2.5071875,81.51770526
SnFSIX_2_Cd,11.00296,0.672412,1903.8,2831.31,1.05614,0.71016,40.85791067,2.285947546,7.941286526,16.15641052,13,8.333333333,0.192307692,2.546923077,84.17862274
SnFSIX_2_Cd_i,3.68176,1.34296,194.598,144.903,0.265199,0.35615,40.85791067,2.285947546,7.941286526,16.15641052,25,8.333333333,0.192307692,2.546923077,23.16904946
SnFSIX_2_Co,10.58367,0.685064,1870.11,2729.83,1.0021,0.6865,44.20881189,2.473426158,8.592579415,17.48145467,13,8.333333333,0.192307692,2.546923077,80.99796334
SnFSIX_2_Cu,10.40286,0.691396,1887.84,2730.48,0.997186,0.68945,43.89824933,2.456050583,8.53221739,17.35864917,13,8.333333333,0.192307692,2.583461538,79.79261146
SnFSIX_2_Fe,10.70898,0.673196,1870.06,2777.89,1.02209,0.68807,44.41917336,2.485195612,8.633466007,17.56463774,13,8.333333333,0.192307692,2.546923077,83.54787669
SnFSIX_2_Ni,10.52068,0.69836,1868.88,2676.1,0.974913,0.68084,44.22508979,2.474336886,8.595743245,17.48789143,13,8.333333333,0.192307692,2.546923077,79.89907357
SnFSIX_2_Zn,10.64342,0.685629,1869.33,2726.45,1.00371,0.68817,43.77598717,2.449210172,8.508454088,17.31030314,13,8.333333333,0.192307692,2.578653846,82.19019825
SnFSIX_3_Cd,3.69695,1.7599,386.118,219.398,0.17384,0.30594,19.01648169,1.595921534,11.08832982,22.55901585,1,25,0.357142857,2.644285714,14.2048706
SnFSIX_4_Cd_i,6.83678,1.10289,711.47,645.094,0.42782,0.47184,47.46961763,2.987847051,6.919770774,14.07815433,65,6.25,0.147058824,2.506470588,46.16293811
SnFSIX_4_Co_i,6.38034,1.10685,721.95,652.255,0.392229,0.43414,50.82656377,3.199140971,7.409121625,15.0737302,65,6.25,0.147058824,2.506470588,39.49802323
SnFSIX_4_Cu_i,6.46237,1.09714,719.274,655.589,0.398663,0.43739,50.51839078,3.179743854,7.36419844,14.98233476,65,6.25,0.147058824,2.534411765,40.69949089
SnFSIX_4_Fe_i,6.45378,1.09549,710.557,648.617,0.396862,0.43476,51.0349681,3.21225842,7.439501271,15.13553707,65,6.25,0.147058824,2.506470588,41.16597826
SnFSIX_4_Ni_i,6.4913,1.09873,702.457,639.337,0.394575,0.43353,50.84269997,3.200156621,7.411473842,15.07851575,65,6.25,0.147058824,2.506470588,39.91159385
